latitude,longitude,risk_label,safety_score
16.215569866823095,80.21983289272472,Safe,100
16.322337911413936,80.22798383448584,Safe,100
16.235395308224668,80.09234650515852,Safe,100
16.271379622219847,80.21578048129902,Safe,100
16.33672486450697,80.20095704955274,Very High,20
16.226985111567004,80.28329234160188,Safe,100
16.365518316719516,80.21447641412648,Safe,100
16.290901199607955,80.08961988521766,Safe,100
16.25510585438678,80.1196685561162,Safe,100
16.369944019409054,80.15702758534577,Safe,100
16.28306406123126,80.25871251214218,Safe,100
16.358481376213064,80.14051018057744,Safe,100
16.37808893298337,80.18998570451598,Safe,100
16.369069566623864,80.25356932963889,Safe,100
16.273442946698804,80.1225146099042,Safe,100
16.364327448318257,80.21550725305546,Safe,100
16.340786316896875,80.27482371245571,Safe,100
16.38739093387173,80.25329039059925,Safe,100
16.313310172156896,80.13445889663927,Safe,100
16.35355321502728,80.14594458781865,Safe,100
16.262180542834393,80.084442556663,Safe,100
16.402182290439118,80.23301825250319,Safe,100
16.287934265417295,80.17452227334252,Very High,20
16.303215389874328,80.22437114791185,Very High,20
16.301679700036974,80.09016799473463,Safe,100
16.386035619508586,80.18197840276281,Safe,100
16.272522913458765,80.1851360678537,Very High,20
16.31473177343777,80.21828577361919,Very High,20
16.25801489382453,80.26105182261765,Safe,100
16.30182732047647,80.10886907957357,Safe,100
16.355612365236944,80.27209183321582,Safe,100
16.312024300076956,80.16900312782117,Very High,20
16.233868487999203,80.26102225835685,Safe,100
16.364656402650436,80.25965870513129,Safe,100
16.22239310434528,80.15031307217204,Safe,100
16.366536102936685,80.20971245984175,Safe,100
16.247105148839353,80.24403100713002,Safe,100
16.248108650371922,80.27950209637838,Safe,100
16.301837962081965,80.21896753643401,Very High,20
16.227455686787582,80.17973128672031,Safe,100
16.225127196082923,80.13418045210854,Safe,100
16.246250823917755,80.09083274188069,Safe,100
16.287448486576153,80.1286036008303,Safe,100
16.245012077617965,80.23042200622083,Safe,100
16.378732648565748,80.19248857886178,Safe,100
16.353111751889838,80.17979832866591,Safe,100
16.306416144424237,80.10702159330434,Safe,100
16.380974241214584,80.22728010423876,Safe,100
16.38275381314446,80.16500921952242,Safe,100
16.291246307847572,80.12854863919375,Safe,100
16.337222109354826,80.23441624547678,Safe,100
16.309179820331547,80.26757682782949,Safe,100
16.2502229302683,80.1156615412855,Safe,100
16.230773482070816,80.14702057534527,Safe,100
16.24945803509947,80.1362960805053,Safe,100
16.270602296030845,80.22220823236525,Safe,100
16.321396967496923,80.25071174218628,Safe,100
16.387085933691,80.24063371315742,Safe,100
16.337276478907068,80.25220832739957,Safe,100
16.212976436585933,80.18065238192992,Safe,100
16.329432897034213,80.21978826278907,Very High,20
16.234142178415333,80.26283144562545,Safe,100
16.24591262119424,80.22064980435354,Safe,100
16.351619746641703,80.24453689726029,Safe,100
16.324307878203324,80.19137713970859,Very High,20
16.370852160413513,80.13310985344901,Safe,100
16.339377621888612,80.20638234431696,Very High,20
16.379038892625513,80.11096452118753,Safe,100
16.383002577482976,80.23224293319156,Safe,100
16.23170306507551,80.18221252691394,Safe,100
16.324378979263788,80.18858464408997,Very High,20
16.387008772812898,80.16908422990785,Safe,100
16.3757397615713,80.18470677240045,Safe,100
16.22290660382702,80.17065723786568,Safe,100
16.404037665303047,80.12978187823661,Safe,100
16.23507388359384,80.24356321904365,Safe,100
16.320354695748417,80.13455720044762,Safe,100
16.299838736343556,80.18191027940973,Very High,20
16.377997511298773,80.19642116275378,Safe,100
16.218365902114513,80.2753845812684,Safe,100
16.274426229687464,80.13965381985489,Safe,100
16.2356077409288,80.1902445052107,Safe,100
16.24763943673897,80.23241010638154,Safe,100
16.269928581725935,80.17233499919288,Very High,20
16.298339310341174,80.2666569877223,Safe,100
16.351076519924014,80.19653139963515,Safe,100
16.32646500446164,80.19925743481959,Very High,20
16.259384876994265,80.19413610994492,Safe,100
16.368673856523856,80.10125023602299,Safe,100
16.37999631673066,80.13851203631268,Safe,100
16.226916769147987,80.25531645789754,Safe,100
16.374034891100706,80.14456399289793,Safe,100
16.38400761398476,80.17992497111602,Safe,100
16.357667762105628,80.27629517621106,Safe,100
16.24707954635024,80.18546184591939,Safe,100
16.265752934442244,80.11425865271599,Safe,100
16.371332582568606,80.26174722163464,Safe,100
16.280913916173528,80.10778812246346,Safe,100
16.370124103535826,80.22414646161931,Safe,100
16.21437108625743,80.27703683930085,Safe,100
16.385020723002576,80.16319760803509,Safe,100
16.33974891646324,80.26161108012559,Safe,100
16.358720984096692,80.12675526937578,Safe,100
16.287874009490004,80.13554286186283,Safe,100
16.28260159481745,80.2167123505197,Very High,20
16.317814549337882,80.15283457494802,Very High,20
16.330947664496435,80.1971045445324,Very High,20
16.402328836680553,80.22234763136677,Safe,100
16.255393966896655,80.19495400091685,Safe,100
16.350312948324515,80.11419986014442,Safe,100
16.39642082819217,80.10558830696507,Safe,100
16.304552439296383,80.20279754131292,Very High,20
16.306299130820054,80.17744924978402,Very High,20
16.25880701688506,80.20286399461145,Safe,100
16.209931892934467,80.11399262890237,Safe,100
16.313803746298827,80.20971809452594,Very High,20
16.219311654600354,80.13824009881215,Safe,100
16.34912699471703,80.28114828811863,Safe,100
16.239977699183065,80.19599600178543,Safe,100
16.38767976165299,80.22810371592038,Safe,100
16.350297430262774,80.15559751594289,Safe,100
16.359644963357752,80.10312090166191,Safe,100
16.394131493446658,80.20826840006208,Safe,100
16.295281521224283,80.09192469336753,Safe,100
16.367710370793755,80.16197441786592,Safe,100
16.238582033478327,80.09181523432075,Safe,100
16.37956470379651,80.14946336941307,Safe,100
16.208660915684785,80.11108367772577,Safe,100
16.226369961204274,80.22805989077769,Safe,100
16.379681164700223,80.15312735587204,Safe,100
16.320730528173236,80.17724792468312,Very High,20
16.344676580374752,80.19777106980187,Very High,20
16.256015205809202,80.27298805625477,Safe,100
16.377499160924952,80.25951063677337,Safe,100
16.27820806934452,80.10384050556304,Safe,100
16.332712165442455,80.26037413196556,Safe,100
16.21779521534362,80.2099125920445,Safe,100
16.32333193551826,80.1238405828565,Safe,100
16.364329369379632,80.28088803977163,Safe,100
16.249739952594428,80.14601942754243,Safe,100
16.220376929152266,80.09351690573139,Safe,100
16.390014263388153,80.22490828792874,Safe,100
16.26207759263679,80.16390595501122,Safe,100
16.394319185448364,80.1865449761859,Safe,100
16.280198232776286,80.12896143109951,Safe,100
16.267532290548434,80.18169561549573,Very High,20
16.296077654718,80.08831446838096,Safe,100
16.275721630796756,80.17588834641884,Very High,20
16.369086147897423,80.15893799146501,Safe,100
16.35706565760782,80.20516984013062,Safe,100
16.265391733079507,80.1761331213024,Very High,20
16.28142994268517,80.14264580262252,Safe,100
16.229383322527788,80.18821682308261,Safe,100
16.231998009101908,80.2484658127021,Safe,100
16.346631687144143,80.2249542091519,Safe,100
16.3735879869408,80.17530209032891,Safe,100
16.28768073590186,80.23872650383929,Safe,100
16.34926032952134,80.24435825364559,Safe,100
16.313339802927306,80.26254390080241,Safe,100
16.316005960861435,80.13809945631233,Very High,20
16.32847883619003,80.19769813185718,Very High,20
16.361672109719397,80.1742487153084,Safe,100
16.224552713651537,80.15501466579887,Safe,100
16.217054146727236,80.15953198221668,Safe,100
16.380473488675772,80.08994373817981,Safe,100
16.242401223437554,80.19911729297681,Safe,100
16.35397930287069,80.19456783189722,Safe,100
16.3324212810559,80.20458124227501,Very High,20
16.38312186390239,80.27056921510957,Safe,100
16.404503225338697,80.0939736309873,Safe,100
16.230362921741044,80.11165640653334,Safe,100
16.357745577644216,80.22753039759293,Safe,100
16.30161152048634,80.11577829576595,Safe,100
16.24059449272176,80.27923459514099,Safe,100
16.34548766692463,80.1984209215882,Very High,20
16.28536932970152,80.27907616715491,Safe,100
16.261321188840462,80.27093180448468,Safe,100
16.32777569155099,80.19335626200485,Very High,20
16.306278397304744,80.17753032361041,Very High,20
16.33484511443745,80.09697700552904,Safe,100
16.382648112061133,80.1858841082221,Safe,100
16.282268722805476,80.10710189581812,Safe,100
16.31700164153052,80.25209528573832,Safe,100
16.254994558197733,80.25803603684193,Safe,100
16.40295503382053,80.1988548082118,Safe,100
16.290614032646307,80.18934655159407,Very High,20
16.35336891495159,80.12223839626662,Safe,100
16.344778878856378,80.26651854040469,Safe,100
16.262849266939302,80.18316251277079,Very High,20
16.315437932498153,80.13393490458564,Safe,100
16.306805482890827,80.26278966538437,Safe,100
16.207118908110886,80.2226678124163,Safe,100
16.34242223717288,80.2440034675926,Safe,100
16.245899019726913,80.16111683177985,Safe,100
16.27261371964738,80.18832167906662,Very High,20
16.360250574730227,80.28310042452479,Safe,100
16.37696317536708,80.21038136911706,Safe,100
16.208928162700136,80.20787683759465,Safe,100
16.36794440632265,80.18042459270745,Safe,100
16.342318010637694,80.17006969064201,Very High,20
16.369082338753344,80.23297203429361,Safe,100
16.370944911166635,80.25806252897222,Safe,100
16.397219131306173,80.14138569899066,Safe,100
16.364053253753934,80.18312427565228,Safe,100
16.363232006489973,80.2092684180846,Safe,100
16.3949787596743,80.10786476059329,Safe,100
16.358118808742393,80.11098473016608,Safe,100
16.357200644733272,80.12526388537964,Safe,100
16.329432569402346,80.24803940377504,Safe,100
16.237782231417402,80.13033251001701,Safe,100
16.351829331940664,80.10191485857663,Safe,100
16.246393230424964,80.13363933432201,Safe,100
16.3913866987104,80.21876958237553,Safe,100
16.385363850182976,80.2093118765538,Safe,100
16.22777240841153,80.13090938950587,Safe,100
16.29199253835651,80.25316822611279,Safe,100
16.394241388157376,80.18902066585581,Safe,100
16.377956035395403,80.19715623608639,Safe,100
16.228329299566393,80.21045907228935,Safe,100
16.283064587982707,80.09985004218454,Safe,100
16.23105852352954,80.18369189553104,Safe,100
16.255567886690343,80.25916308189271,Safe,100
16.23971209126662,80.19541171371107,Safe,100
16.261554362927484,80.20964395922985,Safe,100
16.398204663379175,80.10242672421055,Safe,100
16.265813030246207,80.15040852462029,Safe,100
16.368202937101227,80.2829942885548,Safe,100
16.29090595321335,80.17550145374268,Very High,20
16.4060793668146,80.24531749496265,Safe,100
16.217330759979664,80.18838995933358,Safe,100
16.35032877503244,80.17971541962835,Very High,20
16.36748519070355,80.27438018049138,Safe,100
16.25114126447075,80.20101237196758,Safe,100
16.271224592500385,80.1781672152354,Very High,20
16.335282424255524,80.1737733008905,Very High,20
16.296055320412254,80.19766803937812,Very High,20
16.23262884834216,80.24678698307227,Safe,100
16.309922161602792,80.20006990887175,Very High,20
16.375823630241232,80.2298310119039,Safe,100
16.299676086549493,80.27096361254304,Safe,100
16.370630213875835,80.2356733927074,Safe,100
16.207524823318934,80.17410196447354,Safe,100
16.32587036134167,80.17427220678468,Very High,20
16.33645024908798,80.24141922409277,Safe,100
16.23628377003234,80.26108562385059,Safe,100
16.25651916899167,80.11613540475535,Safe,100
16.21480929217406,80.20396749181748,Safe,100
16.293349748722875,80.08957690125635,Safe,100
16.292942373398297,80.20640707949697,Very High,20
16.314736877682623,80.16635008416647,Very High,20
16.26563823268091,80.20893317182725,Safe,100
16.237816175558155,80.08509871528943,Safe,100
16.230498840193388,80.23137270451441,Safe,100
16.316720735474465,80.11609577356248,Safe,100
16.346989149144502,80.21871826127405,Safe,100
16.294113775037097,80.18482974561782,Very High,20
16.363049213108177,80.19082772049218,Safe,100
16.282038834958254,80.24331815619558,Safe,100
16.32480914075208,80.18956350080195,Very High,20
16.289389889408874,80.24220303591231,Safe,100
16.316807538827074,80.12130803155206,Safe,100
16.33687481808836,80.25532393393789,Safe,100
16.30972771007358,80.22590070766437,Very High,20
16.37896413832229,80.10658740913624,Safe,100
16.304144882657614,80.18661256617862,Very High,20
16.262825097583484,80.10424907284106,Safe,100
16.39036942311166,80.25575723587548,Safe,100
16.40532359601125,80.08845805220975,Safe,100
16.29803282044641,80.25155288285826,Safe,100
16.306189377726806,80.2268694938921,Very High,20
16.258255819397654,80.19547592819742,Safe,100
16.38169223690773,80.20016032590294,Safe,100
16.360821675740425,80.25918630456188,Safe,100
16.340702762184215,80.2424556505047,Safe,100
16.334688291105206,80.12567783680427,Safe,100
16.2139899598289,80.15836512714522,Safe,100
16.38670694566983,80.20378201869326,Safe,100
16.32329463682578,80.2754941511748,Safe,100
16.258118172036667,80.26329178132033,Safe,100
16.301828350095327,80.11563249429332,Safe,100
16.215067518555454,80.20289524836986,Safe,100
16.214897121696406,80.15052809826675,Safe,100
16.328703840732913,80.13725489679942,Safe,100
16.387636430758775,80.24354465718318,Safe,100
16.21152540632023,80.11838640338355,Safe,100
16.235527395478037,80.08449609101133,Safe,100
16.258421678467652,80.16304073345023,Safe,100
16.400386874413044,80.24276426356998,Safe,100
16.38621404484306,80.2688892823211,Safe,100
16.25997853058082,80.21086111731974,Safe,100
16.4000279034569,80.0963963429933,Safe,100
16.251762862993843,80.21528211758755,Safe,100
16.24184276635442,80.24458910925365,Safe,100
16.278170553082404,80.16304087620905,Very High,20
16.400025101726296,80.1718891947383,Safe,100
16.28050115201621,80.2498821977399,Safe,100
16.397133825916328,80.09992696080951,Safe,100
16.298465668837977,80.24343547976777,Safe,100
16.368247036945142,80.11913458897679,Safe,100
16.290194589845687,80.27363147497496,Safe,100
16.218372054919026,80.12783937492532,Safe,100
16.290006421010283,80.13602082865289,Safe,100
16.333695368322502,80.25620250764403,Safe,100
16.32775218496176,80.25462715066294,Safe,100
16.291834710350038,80.248115577404,Safe,100
16.243412037207804,80.19688529013305,Safe,100
16.28904765584981,80.15538807409338,Very High,20
16.399124321942402,80.27151691489689,Safe,100
16.289849164159,80.12514238435148,Safe,100
16.281615570034397,80.13188564248246,Safe,100
16.387790762240943,80.19828822374686,Safe,100
16.38551531090697,80.19938681827607,Safe,100
16.208706057295768,80.2146974537996,Safe,100
16.272509681060427,80.28069569041543,Safe,100
16.356558466172157,80.12233164321452,Safe,100
16.262431466212796,80.21156585485802,Safe,100
16.401116959529265,80.17117364803332,Safe,100
16.209854577491328,80.24519274216992,Safe,100
16.26311132724398,80.22666282803893,Safe,100
16.22020276917639,80.25455027143347,Safe,100
16.22633877643022,80.27358134466624,Safe,100
16.3454383016964,80.23745258561144,Safe,100
16.33249880286519,80.21656603270763,Very High,20
16.255215759997146,80.25665077809028,Safe,100
16.241115479140614,80.15261224095887,Safe,100
16.215181076534254,80.2295934826242,Safe,100
16.354934685543704,80.20326337601873,Safe,100
16.27683575088587,80.11992437600416,Safe,100
16.378396487889354,80.17143116789204,Safe,100
16.330434250839545,80.24835967788393,Safe,100
16.236673911178087,80.08787060624451,Safe,100
16.40012567450008,80.17690759360373,Safe,100
16.23534491314967,80.266845578988,Safe,100
16.272007483307686,80.19952856075442,Very High,20
16.312957160900048,80.2338987667909,Safe,100
16.364508050732194,80.25979298188473,Safe,100
16.22277895020084,80.12178991181796,Safe,100
16.252493145678987,80.11815864561397,Safe,100
16.329823645739225,80.23364396973989,Safe,100
16.361730455806125,80.11977998862051,Safe,100
16.316966019257684,80.11884078572523,Safe,100
16.39758800285926,80.23167288746373,Safe,100
16.26487369632534,80.21852606438017,Safe,100
16.368626196630274,80.2781147685846,Safe,100
16.301599560262343,80.21383522948648,Very High,20
16.355707941659137,80.20744548336909,Safe,100
16.33757770351338,80.0857182974712,Safe,100
16.25738861158518,80.18373516662534,Safe,100
16.384363960311212,80.21616731886988,Safe,100
16.304750794351108,80.280157538376,Safe,100
16.346992657071226,80.24745787281896,Safe,100
16.242626660816764,80.11417194822239,Safe,100
16.359592141253664,80.25481202754126,Safe,100
16.312524461593632,80.14149231070104,Very High,20
16.22948923429829,80.13975850896324,Safe,100
16.298708333363837,80.18397173980055,Very High,20
16.269461528637727,80.26626068632525,Safe,100
16.293502254262982,80.25299769097857,Safe,100
16.308844127233847,80.12910374864973,Safe,100
16.25649631110397,80.10562396685451,Safe,100
16.34953448453332,80.08575950315773,Safe,100
16.34958521816299,80.08525664606091,Safe,100
16.333203204433655,80.19890199350164,Very High,20
16.38280719036805,80.17773685099847,Safe,100
16.24859001896864,80.21111333441102,Safe,100
16.276881358127422,80.12022781643334,Safe,100
16.227417451194135,80.26154905439537,Safe,100
16.34895277412923,80.13385904537655,Safe,100
16.26084411834682,80.12198978709065,Safe,100
16.355964542957725,80.21687645547266,Safe,100
16.351836439414473,80.24156271550353,Safe,100
16.399666408819378,80.11241363534275,Safe,100
16.358949872652527,80.2097501998623,Safe,100
16.235057869099318,80.2793154791767,Safe,100
16.23374732971896,80.2224088955037,Safe,100
16.36799838092486,80.16387788785718,Safe,100
16.382483078207127,80.12608170331451,Safe,100
16.291724928345346,80.1045084250081,Safe,100
16.287244961830414,80.17575016959907,Very High,20
16.313048064985736,80.20141961844146,Very High,20
16.351344759037925,80.23599610780165,Safe,100
16.208866065826992,80.17788152363015,Safe,100
16.35196048264527,80.22332827082592,Safe,100
16.312251718181063,80.23720202860537,Safe,100
16.32037706038714,80.16568294279676,Very High,20
16.325064098699826,80.25626719415094,Safe,100
16.311354363473832,80.22493201019508,Very High,20
16.33719426666985,80.15716707710256,Very High,20
16.283312550106263,80.24172901079629,Safe,100
16.238392980487056,80.24323837119066,Safe,100
16.22785054484093,80.09665601599919,Safe,100
16.39167074370355,80.17586245504913,Safe,100
16.385449662670354,80.16971172537905,Safe,100
16.245909071946016,80.25163850574896,Safe,100
16.345757865431345,80.19971247803629,Very High,20
16.290411112423875,80.2002097623739,Very High,20
16.375141938944097,80.15012142994675,Safe,100
16.28079563070824,80.22454197395535,Safe,100
16.313939609038695,80.17750799149438,Very High,20
16.219731143727657,80.09543019552176,Safe,100
16.359328118059075,80.16834716138084,Safe,100
16.272547480240576,80.1151175874581,Safe,100
16.245528650374993,80.09574461847193,Safe,100
16.244598981229345,80.11930934576763,Safe,100
16.374277676594076,80.16810266680025,Safe,100
16.393292935453495,80.21654670029363,Safe,100
16.374473820310524,80.10213468146956,Safe,100
16.250094585193086,80.17023256406786,Safe,100
16.26204167166699,80.11083965336015,Safe,100
16.34710414476154,80.25259847346382,Safe,100
16.225305547916093,80.23964947318548,Safe,100
16.32898338305988,80.1922841499305,Very High,20
16.377255480310993,80.28255231483685,Safe,100
16.24479835422483,80.20789824316321,Safe,100
16.23493071309457,80.11396582133938,Safe,100
16.229783879171762,80.19959738402203,Safe,100
16.35979990050992,80.25892171587697,Safe,100
16.260698628596757,80.12522653205299,Safe,100
16.291973583675055,80.20385149318292,Very High,20
16.340120461602375,80.24991838767653,Safe,100
16.322602882723757,80.19290399031925,Very High,20
16.372970283007312,80.21310449320833,Safe,100
16.258000724332163,80.26166825941588,Safe,100
16.24185233543228,80.27312077413589,Safe,100
16.386748170584365,80.18447258750608,Safe,100
16.319861926541424,80.26277900014337,Safe,100
16.314736830518363,80.21984879137888,Very High,20
16.383014446918597,80.1499414767337,Safe,100
14.516656883302883,78.46100083537014,Safe,100
14.477114848293377,78.42493436760978,High,40
14.467860503087426,78.48880412697041,Safe,100
14.50886829612803,78.41461910393855,Safe,100
14.428806082241145,78.41612349862582,High,40
14.392941360972591,78.39170555638606,Safe,100
14.436158963153717,78.41909951472867,High,40
14.5328973652629,78.50217278985137,Safe,100
14.386395000652517,78.40773477561963,Safe,100
14.536239643108848,78.48842075270146,Safe,100
14.432954728771767,78.46476558434858,High,40
14.47576483485297,78.40857022726584,High,40
14.457548029452209,78.47419516848502,High,40
14.343866564701571,78.4486350374729,Safe,100
14.472849295439731,78.43679948444925,High,40
14.476083764206003,78.50380885416538,Safe,100
14.377811299728805,78.38657650380007,Safe,100
14.409892479900646,78.53079344829179,Safe,100
14.465143697938982,78.50330899131751,Safe,100
14.432825501283528,78.38243287994354,Safe,100
14.494420040243785,78.4096341420974,Safe,100
14.476592494663285,78.51873879616414,Safe,100
14.499560519996267,78.3656913860952,Safe,100
14.46098272638916,78.35777146443633,Safe,100
14.491265219767294,78.49408644420492,Safe,100
14.367872578445,78.40091287259723,Safe,100
14.416147215264697,78.35196885554566,Safe,100
14.499638215287787,78.46279482427376,Safe,100
14.343572815777915,78.43814439817078,Safe,100
14.448996348324867,78.47728776912582,High,40
14.427012077759281,78.41698587291651,High,40
14.46738692212309,78.51888798125978,Safe,100
14.536006685379483,78.44719557081024,Safe,100
14.467906937749834,78.36927364028817,Safe,100
14.402970485689199,78.34955382963615,Safe,100
14.375082837517787,78.38556263612523,Safe,100
14.507923173947862,78.44533376354858,Safe,100
14.450969755138658,78.45866722337914,High,40
14.382848020751885,78.50236983168175,Safe,100
14.485728523188316,78.46347638621837,Safe,100
14.4710148328992,78.50782380519175,Safe,100
14.365087981203153,78.38407336583248,Safe,100
14.514328193465222,78.44456468045021,Safe,100
14.514553537822593,78.51594977779823,Safe,100
14.536491743006254,78.47310647263818,Safe,100
14.424874651129338,78.51035382290455,Safe,100
14.438104751652926,78.45051145503307,High,40
14.540279723136129,78.42271418236386,Safe,100
14.376510626029868,78.36303199535264,Safe,100
14.420713915662173,78.49970721450146,Safe,100
14.458903418253128,78.53409037493833,Safe,100
14.542224342685314,78.36297343129567,Safe,100
14.53066829056692,78.3492009608982,Safe,100
14.462632316667433,78.45689614091641,High,40
14.356757633867927,78.53527219482852,Safe,100
14.463320123068055,78.35196946261705,Safe,100
14.491935541848843,78.39603737031563,Safe,100
14.35556329134608,78.38727865860298,Safe,100
14.517865599460901,78.39241315356105,Safe,100
14.48906956770389,78.42826421038482,Safe,100
14.436468519075557,78.37252272102222,Safe,100
14.476671979000365,78.42150922091787,High,40
14.438918765274714,78.37264234569649,Safe,100
14.493178602354572,78.45853179118595,Safe,100
14.431060227070137,78.4864694406794,Safe,100
14.542055820300293,78.46035179039406,Safe,100
14.350137820952527,78.47689834697891,Safe,100
14.497680356764617,78.37597897153005,Safe,100
14.455640528581833,78.51649833500835,Safe,100
14.377088445979407,78.53282702228165,Safe,100
14.48399501502604,78.40711625308197,Safe,100
14.383528208685021,78.5331812584116,Safe,100
14.505953293459353,78.46530966339485,Safe,100
14.356736543481873,78.41296213997038,Safe,100
14.383262819648092,78.45234654784937,Safe,100
14.529352466368342,78.40182063219058,Safe,100
14.461784918359186,78.38897343682932,Safe,100
14.419888196718265,78.38946243172423,Safe,100
14.540230006787619,78.45769290334623,Safe,100
14.378520440555995,78.39580096566806,Safe,100
14.390847279341328,78.53562493183925,Safe,100
14.510980735347546,78.41944305420132,Safe,100
14.48328411317705,78.48174771311434,Safe,100
14.47876125394339,78.41597452240879,High,40
14.385928531327275,78.53170038477307,Safe,100
14.54096577684879,78.50581217331268,Safe,100
14.5300566480072,78.3394338412465,Safe,100
14.422939635604886,78.42914401798194,High,40
14.524592047541375,78.4177353117861,Safe,100
14.406500770211249,78.41921820375704,High,40
14.538586169215248,78.41218479256857,Safe,100
14.43499068011965,78.41377927610061,High,40
14.347877331355058,78.4436737714091,Safe,100
14.459344300813543,78.35156782673585,Safe,100
14.385005095677398,78.48149901720559,Safe,100
14.403989460384443,78.41582799934272,High,40
14.355110988202819,78.45428712102024,Safe,100
14.442888665744366,78.47092018424568,High,40
14.396245118160126,78.48455244868713,Safe,100
14.41542834265007,78.39844413136916,Safe,100
14.417280822486536,78.52405759818902,Safe,100
14.527760946178375,78.39617140614563,Safe,100
14.536691648096893,78.4041203265367,Safe,100
14.392703460365773,78.52922765204467,Safe,100
14.423323262998577,78.40920975456528,High,40
14.507108005591217,78.44673289847441,Safe,100
14.502019912490894,78.43243570209577,Safe,100
14.502502564958409,78.39776001616148,Safe,100
14.531315143275426,78.46680503579356,Safe,100
14.368059587475766,78.49087981371159,Safe,100
14.451903437327875,78.51181308802009,Safe,100
14.487403179611903,78.3424802916151,Safe,100
14.509369362294315,78.34310565562699,Safe,100
14.366977843688305,78.43473264426952,Safe,100
14.511885529170826,78.36663758491541,Safe,100
14.371055112130183,78.45470736030913,Safe,100
14.378575873033993,78.45013624652485,Safe,100
14.465506351878027,78.40433420474255,High,40
14.517537255372893,78.50171767911067,Safe,100
14.431197352698472,78.3962996582661,High,40
14.376857970211896,78.4305807817001,Safe,100
14.525309218288879,78.39035874590999,Safe,100
14.535599363305389,78.34229967219453,Safe,100
14.514430804325396,78.44238498694048,Safe,100
14.416581520227753,78.46611176959549,High,40
14.533689297833861,78.46966447384156,Safe,100
14.441779608966304,78.35793845366445,Safe,100
14.459679473102439,78.3831679468068,Safe,100
14.447844064036152,78.33851154433587,Safe,100
14.359268833015879,78.41318163180692,Safe,100
14.527303819938266,78.47257426990522,Safe,100
14.48673874584068,78.44796773575997,Safe,100
14.467085054069404,78.43981680339634,High,40
14.375763183123048,78.44287778292694,Safe,100
14.402395505089645,78.36681327660476,Safe,100
14.511383052228622,78.39678876270298,Safe,100
14.46150519050965,78.37015399749036,Safe,100
